llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual
98733031,6,0,1,357,0,1,1,0,0,1,0.5,0,0,0.36,0,0.14,1,21,15,0,0,6,447.083333,8.6375,0,0,153.6425,33,1,0,402.71,0,1,9.401314,402.71,0,1,1,0,0,0,0,0,0,0,1,2
98733188,6,0,1,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,117.01,0,1,,117.01,0,1,0,0,0,0,0,0,0,0,0,1
98733222,6,0,1,599,0.78,1,1,0,1,1,0.3,0,0,0.06,0.6,0.04,0,27,5,0,54,4,277.083333,4.25,0,114.43,45.663333,26,0,58234.42,0,1,0,36.860129,58234.42,0,1,1,0,0,0,1,0,1,0,1,4
98733283,6,0,0,584,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5,48,0,0,1.12,0,1,13.922377,1.12,0,1,1,0,0,0,0,0,0,0,0,2
98733329,6,0,1,531,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,126.25,27,0,58793.15,0,1,0,10.145764,58793.15,0,1,0,0,0,0,1,0,0,0,0,2
98733404,6,0,1,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4.57,0,1,,4.57,0,0,1,0,0,0,0,0,0,0,0,1
98733494,6,0,1,694,0,1,1,0,1,1,0.87,0,0,0.05,0.07,0.01,0,73,4,0,6,1,1175,2.213333,0,38.443333,139.333333,26,1,0,207.9,0,1,3.316198,207.9,0,0,1,0,0,0,0,0,0,0,1,1
98733561,6,0,1,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,97.11,0,1,,97.11,0,1,0,0,0,0,0,0,0,0,0,1
98733651,6,0,1,593,0,1,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,0,473.333333,0,0,0,0,49,1,0,4.09,0,1,2.775398,4.09,0,0,1,0,0,0,0,0,0,0,1,1
98733667,6,0,1,407,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,50.6,0,1,,50.6,0,1,1,0,0,0,0,0,0,0,0,2
98733713,6,0,0,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,3.59,0,1,,3.59,0,0,1,0,0,0,0,0,0,0,0,1
98733753,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1
98733796,6,0,1,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10.82,0,1,2.60741,10.82,0,1,0,0,0,0,0,0,0,0,0,1
98733853,6,0,1,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,50.86,0,1,1.926576,50.86,0,1,0,0,0,0,0,0,0,0,0,1
98733862,6,0,0,565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,22.53,0,1,12.844623,22.53,0,1,1,0,0,0,0,0,0,0,1,2
98733880,6,0,0,588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2567.36,0,1,0,10.692096,2567.36,0,0,0,0,0,0,0,1,0,0,0,1
98733910,6,0,1,501,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3614.89,0,1,0,10.692096,3614.89,0,0,0,0,0,0,0,1,0,0,0,1
98733948,6,0,1,422,0,1,0,0,1,0,0.69,0,0,0,0.31,0,0,29,0,0,13,0,716.25,0,0,7.875833,0,42,0,0,4.83,0,1,2.152527,4.83,0,1,1,0,0,0,0,0,0,0,1,2
98734057,6,0,1,604,0,1,0,0,1,1,0.74,0,0,0,0.23,0.04,0,100,0,0,31,5,1477.916666,0,0,251.755,1300.325,51,1,0,64.15,0,1,4.975898,64.15,0,0,1,0,0,0,0,0,0,0,1,1
98734145,6,0,0,519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4265.4546,43.0854,0.99,0.01,21.384192,4308.54,0,1,0,0,0,0,0,1,0,0,0,2
98734235,6,0,1,668,0.88,1,0,0,1,1,0.38,0,0,0,0.56,0.06,0,12,0,0,18,2,123.75,0,0,39.803333,183.333333,31,0,115520.3,0,1,0,12.298291,115520.3,0,1,0,0,0,0,1,0,0,0,1,2
98734258,6,0,0,486,1,1,0,0,1,1,0.75,0,0,0,0.23,0.03,0,30,0,0,9,1,338.333333,0,0,2.199166,29.3825,35,1,5826.16,0,1,0,15.620021,5826.16,0,1,1,0,0,0,0,1,0,0,1,3
98734327,6,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.12,0,1,1.303705,0.12,0,1,1,0,0,0,0,0,0,0,0,2
98734486,6,0,1,533,0,1,0,0,0,1,0.65,0,0,0,0,0.35,0,11,0,0,0,6,181.333333,0,0,0,47.241666,35,0,0,0.01,0,1,4.079103,0.01,0,1,1,0,0,0,0,0,0,0,1,2
98734538,6,0,1,603,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,48.75,25,0,0,0.46,0,1,1.303705,0.46,0,1,0,0,0,0,0,0,0,0,0,1
98734549,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,131,0,0,0,0,679.583333,0,0,0,0,35,1,0,112.79,0,1,2.775398,112.79,0,0,1,0,0,0,0,0,0,0,1,1
98734560,6,0,1,412,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1.35,0,1,0.848822,1.35,0,0,1,0,0,0,0,0,0,0,1,1
98734642,6,0,1,716,0.08,1,0,0,1,1,0.81,0,0,0,0.11,0.08,0,29,0,0,4,3,460.416666,0,0,1.069166,17.5,49,1,1134.3,0,1,0,18.36066,1134.3,0,0,1,0,0,0,0,0,1,1,1,2
98734660,6,0,1,444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,58.875,24,0,0,0,0,0,1.303705,0,0,1,0,0,0,0,0,0,0,0,0,1
98734705,6,0,1,581,0,1,0,0,1,1,0.6,0,0,0,0.29,0.11,0,92,0,0,44,17,940.041666,0,0,126.800833,1731.72,26,1,0,526.1,0,1,3.588148,526.1,0,1,1,0,0,0,0,0,0,0,1,2
98734783,6,0,1,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,19.38,0,1,,19.38,0,1,0,0,0,0,0,0,0,0,0,1
98734828,6,0,1,460,0.96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,148.166666,31,0,49781.54,0,1,0,13.113715,49781.54,0,0,0,0,0,0,1,0,0,0,0,1
98734888,6,0,0,458,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,255,31,0,19606.62,0,1,0,10.145764,19606.62,0,0,1,0,0,0,1,0,0,0,0,2
98734918,6,0,0,500,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.083333,37,0,33980.43,0,1,0,28.454729,33980.43,0,1,0,0,0,0,1,0,0,0,0,2
98734997,6,0,1,569,0.55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,58.583333,24,0,11347.73,0,1,0,13.886425,11347.73,0,1,1,0,0,0,0,1,0,0,1,3
98735024,6,0,1,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4.51,0,1,,4.51,0,1,0,0,0,0,0,0,0,0,0,1
98735068,6,0,1,512,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,73.58,0,1,,73.58,0,1,0,0,0,0,0,0,0,0,0,1
98735120,6,0,0,698,1,1,0,0,0,1,0.6,0,0,0,0,0.4,0,3,0,0,0,2,14.166666,0,0,0,16.666666,45,0,563.39,0,1,0,17.737789,563.39,0,1,1,0,0,0,0,0,1,1,1,3
98735157,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4747.57,0,1,0,21.384192,4747.57,0,0,0,0,0,0,0,1,0,0,0,1
98735158,6,0,1,651,0.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,84.333333,56,0,1666.19,0,1,0,12.758316,1666.19,0,1,0,0,0,0,0,1,0,0,0,2
98735229,6,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.02,0,1,2.152527,0.02,0,1,1,0,0,0,0,0,0,0,1,2
98735252,6,0,1,760,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.666666,0,0,0,0,77,0,0,4680.36,0,1,2.152527,4680.36,0,1,0,0,0,0,0,0,0,0,1,1
98735263,6,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,30.833333,0,0,0,26,0,0,1064.02,0,1,2.593497,1064.02,0,1,0,0,0,0,0,0,0,0,0,1
98735334,6,0,1,552,0.84,1,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,505.833333,0,0,0,0,36,0,14579.19,0,1,0,13.467494,14579.19,0,0,1,0,0,0,0,1,0,0,1,2
98735427,6,0,1,579,0.91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20.416666,29,0,0,0.45,0,1,11.995801,0.45,0,1,1,0,0,0,0,0,0,0,0,2
98735479,6,0,1,519,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,38010.45,0,1,0,10.692096,38010.45,0,0,0,0,0,0,0,1,0,0,0,1
98735547,6,0,1,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,20.54,0,1,2.60741,20.54,0,1,0,0,0,0,0,0,0,0,0,1
98735577,6,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3282.87,0,1,0,16.888967,3282.87,0,1,0,0,0,0,0,0,1,1,0,2
98735658,6,0,1,627,0.05,1,1,0,1,1,0.67,0,0,0.15,0.17,0.01,2,266,58,0,68,4,815.685833,288.833333,0,97.541666,70.833333,28,1,590.8802,96.1898,0.86,0.14,20.513187,687.07,0,1,1,0,0,0,0,0,1,1,1,3
98735706,6,0,0,371,0,1,0,0,1,1,0.69,0,0,0,0.2,0.12,0,124,0,0,36,21,872.833333,0,0,30.078333,541.669166,33,1,0,3.18,0,1,5.625386,3.18,0,1,1,0,0,0,0,0,0,0,1,2
98735716,6,0,1,456,0.94,,,,,,0,0,0,0,0,0,0,,,,0,,,,,,,25,0,53626.98,0,1,0,10.145764,53626.98,0,0,1,0,0,0,1,0,0,,,2
98735763,6,0,1,443,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,48236.18,0,1,0,10.145764,48236.18,0,0,0,0,0,0,1,0,0,0,0,1
98736049,6,0,0,507,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,98.228333,26,0,68767.21,0,1,0,12.497593,68767.21,0,1,0,0,0,0,1,0,0,0,0,2
98736069,6,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2.23,0,1,,2.23,0,1,0,0,0,0,0,0,0,0,0,1
98736145,6,0,1,706,0.87,1,1,1,1,1,0.27,0.38,0.04,0.49,0.13,0.06,2,45,80,7,22,10,184.583333,437.514166,124.166666,38.301666,91.916666,29,1,22445.09,0,1,0,51.39111,22445.09,0,1,1,0,0,0,0,1,1,1,1,4
98736149,6,0,0,511,0,1,0,0,1,1,0.5,0,0,0,0.03,0.47,0,19,0,0,1,18,121.25,0,0,6.395833,323.39,50,0,0,6.81,0,1,3.485826,6.81,0,1,1,0,0,0,0,0,0,0,0,2
98736332,6,0,1,466,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,60939.15,0,1,0,25.731026,60939.15,0,1,0,0,0,0,1,0,1,0,0,3
98736355,6,0,1,513,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,32125.55,0,1,0,27.581063,32125.55,0,0,0,0,0,0,0,1,1,0,0,2
98736370,6,0,1,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,57.03,0,1,,57.03,0,1,0,0,0,0,0,0,0,0,0,1
98736453,6,0,0,0,0,1,0,0,1,0,0.91,0,0,0,0.09,0,0,101,0,0,10,0,829.583333,0,0,15.034166,0,50,1,0,35.48,0,1,2.775398,35.48,0,0,1,0,0,0,0,0,0,0,1,2
98736494,6,0,0,0,0,1,0,0,1,1,0.48,0,0,0,0.34,0.18,0,49,0,0,35,18,600.416666,0,0,267.9325,1260.05,36,0,0,11198.1,0,1,3.757377,11198.1,0,1,0,0,0,0,0,0,0,0,1,1
98736771,6,0,1,557,0.84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,143.833333,32,0,13438.95,0,1,0,122.413205,13438.95,0,1,1,0,0,0,0,1,0,0,0,4
98736782,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.73,0,1,11.995801,0.73,0,1,0,0,0,0,0,0,0,0,0,1
98736842,6,0,1,681,0,1,0,0,1,0,0.41,0,0,0,0.59,0,0,39,0,0,55,0,436.755833,0,0,55.748333,0,34,1,0,1.21,0,1,2.775398,1.21,0,0,1,0,0,0,0,0,0,0,1,1
98736844,6,0,1,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.67,0,1,1.303705,0.67,0,1,1,0,0,0,0,0,0,0,0,2
98736870,6,0,1,496,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3239.83,0,1,0,10.692096,3239.83,0,1,0,0,0,0,0,1,0,0,0,2
98736894,6,0,1,606,0,1,0,0,1,1,0.73,0,0,0,0.25,0.02,0,159,0,0,54,4,516.083333,0,0,121.295833,391.666666,37,0,0,105.05,0,1,3.456232,105.05,0,1,1,0,0,0,0,0,0,0,1,2
98737048,6,0,1,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,13.908464,0,0,1,1,0,0,0,0,0,0,0,0,2
98737050,6,0,1,559,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,15.212169,0,0,1,1,0,0,0,0,0,0,0,0,2
98737057,6,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,5.38,0,1,,5.38,0,1,0,0,0,0,0,0,0,0,0,1
98737068,6,0,0,684,1,1,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,351.083333,0,0,0,0,35,1,0,1.43,0,1,12.844623,1.43,0,1,0,0,0,0,0,0,0,0,1,1
98737115,6,0,1,708,0.49,1,0,0,1,1,0.43,0,0,0,0.52,0.05,0,128,0,0,152,15,1820.75,0,0,506.345833,282.083333,35,1,19009.5178,1880.0622,0.91,0.09,16.879599,20889.58,1,1,1,0,0,0,0,0,0,0,1,3
98737167,6,0,0,364,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,347.255,46,0,2796.17,0,1,0,11.797596,2796.17,1,0,0,0,0,0,0,0,0,0,0,1
98737184,6,0,1,612,0.83,1,0,0,1,0,0.65,0,0,0,0.35,0,0,78,0,0,42,0,913.75,0,0,75.825,0,33,0,37499.5467,378.7833,0.99,0.01,14.467021,37878.33,0,1,0,0,0,0,0,1,0,0,1,2
98737291,6,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,10.49,0,1,,10.49,0,1,0,0,0,0,0,0,0,0,0,1
98737361,6,0,1,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.01,0,1,1.289792,0.01,0,1,0,0,0,0,0,0,0,0,0,1
98737365,6,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,2,0,48,0,0,0,0,462.600833,0,0,0,38,0,0,17.84,0,1,5.809865,17.84,0,1,1,0,0,0,0,0,0,0,0,2
98737371,6,0,0,531,0,1,0,0,1,0,0.95,0,0,0,0.05,0,0,19,0,0,1,0,121.25,0,0,0.583333,0,32,0,0,0.45,0,1,3.001349,0.45,0,1,1,0,0,0,0,0,0,0,1,2
98737504,6,0,1,632,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,50080.62,0,1,0,10.145764,50080.62,0,1,0,0,0,0,1,0,0,0,0,2
98737508,6,0,1,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1.66,0,1,,1.66,0,1,0,0,0,0,0,0,0,0,0,1
98737571,6,0,1,740,0,1,1,0,1,1,0.64,0,0,0.09,0.12,0.14,1,104,15,0,20,23,407,215.74,0,83.0975,259.075833,40,0,514.1331,5198.4569,0.09,0.91,18.36066,5712.59,0,0,1,0,0,0,0,0,1,1,1,2
98737797,6,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,26535.84,0,1,0,10.692096,26535.84,0,0,0,0,0,0,0,1,0,0,0,1
98737887,6,0,1,377,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9806.02,0,1,0,21.384192,9806.02,0,1,1,0,0,0,0,1,0,0,0,3
98737914,6,0,0,,0,1,1,0,1,1,0.32,0,0,0,0.67,0.01,0,141,2,0,294,3,1449.833333,25.853333,0,1078.66,170.833333,35,0,0,1659.15,0,1,5.927452,1659.15,0,1,1,0,0,0,0,0,0,0,1,2
98737916,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,9645.65,0,1,0,34.386892,9645.65,0,1,1,0,0,0,0,0,1,0,0,3
98737943,6,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,207.56,0,1,0.848822,207.56,0,0,1,0,0,0,0,0,0,0,1,1
98737948,6,0,0,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8055.78,0,1,0,11.995801,8055.78,0,1,1,0,0,0,0,1,0,0,0,3
98737997,6,0,1,474,0,1,0,0,1,0,0.8,0,0,0,0.2,0,0,51,0,0,13,0,886,0,0,22.589166,0,46,1,1828.98,0,1,0,3.456232,1828.98,0,1,0,0,1,0,0,0,0,0,1,2
98738026,6,0,1,689,0,1,0,0,1,0,0.85,0,0,0,0.15,0,0,22,0,0,4,0,338.333333,0,0,6.713333,0,42,1,0,0.65,0,1,4.701974,0.65,0,0,1,0,0,0,0,0,0,0,1,1
98738104,6,0,1,362,0.45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,194.350833,45,0,2938.99,0,1,0,11.746438,2938.99,1,0,0,0,0,0,0,0,0,0,0,1
98738105,6,0,1,341,0.85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,200,31,0,42274.13,0,1,0,11.194264,42274.13,0,1,0,0,0,0,1,0,0,0,0,2
98738139,6,0,1,519,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6953.8,0,1,0,11.995801,6953.8,0,1,1,0,0,0,0,1,0,0,0,3
98738207,6,0,1,685,0,1,0,0,1,0,0.67,0,0,0,0.33,0,0,78,0,0,38,0,447.333333,0,0,68.726666,0,27,1,0,53.46,0,1,2.775398,53.46,0,1,1,0,0,0,0,0,0,0,1,2
98738219,6,0,1,594,0,1,0,0,1,0,0.86,0,0,0,0.14,0,0,95,0,0,16,0,852.7675,0,0,3.745,0,39,1,0,1.96,0,1,2.775398,1.96,0,0,1,0,0,0,0,0,0,0,1,1
98738224,6,0,1,573,0,1,1,0,1,1,0.31,0,0,0.03,0.66,0,0,84,8,0,178,1,435.98,187.5425,0,296.6925,41.666666,28,0,0,2954.37,0,1,6.009523,2954.37,0,1,1,0,0,0,0,0,0,0,1,2
98738250,6,0,1,466,0.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,37,0,5449.86,0,1,0,26.277358,5449.86,0,0,0,0,0,0,0,1,1,0,0,2
98738300,6,0,1,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1
98738335,6,0,1,591,0,1,0,0,1,0,0.45,0,0,0,0.55,0,0,65,0,0,80,0,711.666666,0,0,207.385,0,31,1,0,349.37,0,1,6.686513,349.37,0,1,1,0,0,0,0,0,0,0,1,2
98738364,6,0,1,693,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,5843.41,0,1,0,11.995801,5843.41,0,1,0,0,0,0,0,1,0,0,0,2
98738410,6,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2.44,0,1,1.303705,2.44,0,1,0,0,0,0,0,0,0,0,0,1
98738437,6,0,0,648,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,82.416666,28,0,3529.78,0,1,0,42.230473,3529.78,0,1,0,0,0,0,0,1,0,0,0,2
98738440,6,0,1,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1.38,0,1,,1.38,0,1,0,0,0,0,0,0,0,0,0,1
98738508,6,0,1,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16.79,0,1,1.289792,16.79,0,1,0,0,0,0,0,0,0,0,0,1
98738537,6,0,1,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,37.71,0,1,,37.71,0,1,0,0,0,0,0,0,0,0,0,1
98738596,6,0,1,374,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.365,32,0,0,0.83,0,1,1.303705,0.83,0,1,1,0,0,0,0,0,0,0,0,2
98738635,6,0,0,494,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,377.524166,29,0,19184.32,0,1,0,29.507639,19184.32,0,1,1,0,0,0,0,1,1,1,0,4
98738639,6,0,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3.15,0,1,,3.15,0,1,1,0,0,0,0,0,0,0,0,2
98738663,6,0,1,382,0.73,1,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,480.833333,0,0,0,0,47,1,5779.43,0,1,0,12.844623,5779.43,0,1,0,0,0,0,0,1,0,0,1,2
98738687,6,0,0,416,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,7.5,25,0,0,10.08,0,1,1.303705,10.08,0,1,1,0,0,0,0,0,0,0,0,2
98738727,6,0,1,682,0.91,1,0,0,1,0,0.5,0,0,0,0.5,0,0,12,0,0,12,0,213.25,0,0,4.9875,0,33,0,0,0.01,0,1,2.775398,0.01,0,0,1,0,0,0,0,0,0,0,1,1
98738763,6,0,1,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,137.34,0,1,,137.34,0,0,1,0,0,0,0,0,0,0,0,1
98738820,6,0,1,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5.19,0,1,0.848822,5.19,0,0,1,0,0,0,0,0,0,0,1,1
98738850,6,0,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1.76,0,1,,1.76,0,0,1,0,0,0,0,0,0,0,0,1
98738917,6,0,1,462,0,1,0,0,1,0,0.71,0,0,0,0.29,0,0,178,0,0,74,0,639.403333,0,0,101.756666,0,36,0,0,1.76,0,1,2.152527,1.76,0,1,1,0,0,0,0,0,0,0,1,2
98739018,6,0,1,508,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4694.06,0,1,0,10.692096,4694.06,0,1,1,0,0,0,0,1,0,0,0,3
98739114,6,0,0,0,0,1,0,0,1,1,0.05,0,0,0,0.24,0.71,0,2,0,0,9,27,83.333333,0,0,148.619166,1743.4825,33,0,0,6215.82,0,1,4.079103,6215.82,0,1,1,0,0,0,0,0,0,0,1,2
98739310,6,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,31.6,0,1,2.60741,31.6,0,1,0,0,0,0,0,0,0,0,0,1
98739362,6,0,1,,0.87,1,0,0,0,1,0.96,0,0,0,0,0.04,0,22,0,0,0,1,435,0,0,0,51.685833,32,1,0,3.38,0,1,15.39407,3.38,0,0,1,0,0,0,0,0,0,0,1,1
98739385,6,0,0,,0,1,0,0,1,0,0.34,0,0,0,0.66,0,0,54,0,0,103,0,617.916666,0,0,113.8425,0,49,1,0,439.46,0,1,4.079103,439.46,0,1,1,0,0,0,0,0,0,0,1,2
98739407,6,0,1,787,0.03,1,0,0,1,1,0.54,0,0,0,0.12,0.35,0,14,0,0,3,9,246.666666,0,0,12.151666,451.666666,49,0,0,53.67,0,1,17.737789,53.67,0,1,0,0,0,0,0,0,1,1,1,1
98739434,6,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,2.593497,0,0,1,0,0,0,0,0,0,1,0,0,1
98739475,6,0,0,648,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,119.166666,51,0,5086.08,0,1,0,11.652096,5086.08,0,1,0,0,0,0,0,1,0,0,0,2
