llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual
98739481,6,0,1,462,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3638.14,0,1,0,10.692096,3638.14,0,0,0,0,0,0,0,1,0,0,0,1
98739503,6,0,1,585,0,1,0,0,1,1,0.49,0,0,0,0.49,0.02,0,61,0,0,61,2,418.75,0,0,100.9275,35,28,0,0,326.32,0,1,4.079103,326.32,0,1,1,0,0,0,0,0,0,0,1,2
98739598,6,0,1,682,0,1,1,0,1,0,0.33,0,0,0.16,0.5,0,2,151,73,0,227,0,1217.675,805.760833,0,468.1,0,29,1,0,245.77,0,1,3.856996,245.77,0,0,1,0,0,0,0,0,0,0,1,1
98739603,6,0,1,735,0.5,1,1,0,1,1,0.31,0,0,0.18,0.5,0,2,69,41,0,111,1,979.583333,256.1525,0,203.315,291.666666,32,1,22357.1,0,1,0,92.60867,22357.1,0,0,1,0,0,0,0,1,1,1,1,3
98739631,6,0,1,551,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,22.586666,0,0,0,32,0,0,3698.13,0,1,1.844504,3698.13,0,1,0,0,0,0,0,0,0,0,0,1
98739674,6,0,1,608,0,1,0,0,1,1,0.77,0,0,0,0.05,0.18,0,51,0,0,3,12,311.666666,0,0,19.6475,341.916666,37,0,0,357.59,0,1,5.568573,357.59,0,1,1,0,0,0,0,0,0,0,1,2
98739712,6,0,1,533,0.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,521.7225,26,0,102102.44,0,1,0,41.642109,102102.44,0,0,0,0,0,0,1,1,1,0,0,3
98739826,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1.48,0,1,,1.48,0,1,1,0,0,0,0,0,0,0,0,2
98739898,6,0,0,642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,13539.55,0,1,0,10.692096,13539.55,0,1,0,0,0,0,0,1,0,0,0,2
98739985,6,0,0,571,1,1,0,0,0,1,0.58,0,0,0,0,0.42,0,14,0,0,0,10,247,0,0,0,61.458333,46,0,2479.97,0,1,0,13.467494,2479.97,0,0,1,0,0,0,0,1,0,0,1,2
98740105,6,0,1,534,0,1,1,0,0,1,0.08,0,0,0.89,0,0.03,2,8,86,0,0,3,96.25,1457.888333,0,0,107.166666,29,1,0,0,0,0,2.775398,0,0,0,1,0,0,0,0,0,0,0,1,1
98740113,6,0,1,473,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,3767.81,0,1,0,11.995801,3767.81,0,0,0,0,0,0,0,1,0,0,0,1
98740120,6,0,1,730,0,1,0,0,0,1,0.32,0,0,0,0,0.68,0,28,0,0,0,60,203.083333,0,0,0,342.166666,54,1,0,74.22,0,1,16.613061,74.22,0,1,1,0,0,0,0,0,0,0,1,2
98740152,6,0,1,505,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6267.82,0,1,0,30.356461,6267.82,0,1,0,0,0,0,0,1,1,0,0,2
98740195,6,0,1,591,0,1,0,0,1,0,0.9,0,0,0,0.1,0,0,159,0,0,17,0,729.583333,0,0,19.719166,0,54,1,0,1.84,0,1,2.152527,1.84,0,1,1,0,0,0,0,0,0,0,1,2
98740247,6,0,0,541,1,1,0,0,1,1,0.49,0,0,0,0.49,0.02,0,63,0,0,63,3,365.583333,0,0,111.603333,500,27,0,12406.61,0,1,0,74.350754,12406.61,0,1,1,0,0,0,0,1,0,0,1,3
98740288,6,0,1,611,0,1,0,0,1,0,0.67,0,0,0,0.33,0,0,40,0,0,20,0,295.416666,0,0,76.741666,0,27,1,0,2.55,0,1,2.775398,2.55,0,0,1,0,0,0,0,0,0,0,1,1
98740293,6,0,1,552,0.73,1,0,0,1,1,0.71,0,0,0,0.22,0.08,0,46,0,0,14,5,370.833333,0,0,8.464166,74.219166,39,0,0,1.67,0,1,12.844623,1.67,0,1,0,0,0,0,0,0,0,0,1,1
98740379,6,0,1,605,0,1,0,0,0,0,1,0,0,0,0,0,0,73,0,0,0,0,1329.166666,0,0,0,0,51,1,0,5.55,0,1,2.775398,5.55,0,0,1,0,0,0,0,0,0,0,1,1
98740393,6,0,0,434,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,159.166666,0,0,0,0,60,0,0,2.58,0,1,2.152527,2.58,0,1,0,0,0,0,0,0,0,0,1,1
98740400,6,0,1,436,0.16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,24.29,41,0,4917.34,0,1,0,11.652096,4917.34,0,0,0,0,0,0,0,1,0,0,0,1
98740602,6,0,0,515,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,333.333333,54,0,0,703.96,0,1,1.303705,703.96,0,1,1,0,0,0,0,0,0,0,0,2
98740700,6,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4.16,0,1,0.848822,4.16,0,0,1,0,0,0,0,0,0,0,1,1
98740724,6,0,0,0,0,1,0,0,1,1,0.56,0,0,0,0.43,0.01,0,46,0,0,35,1,295.416666,0,0,28.148333,3.333333,29,0,0,0.76,0,1,2.152527,0.76,0,1,0,0,0,0,0,0,0,0,1,1
98740745,6,0,1,567,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4378.69,0,1,0,10.692096,4378.69,0,0,0,0,0,0,0,1,0,0,0,1
98740785,6,0,0,643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2091.32,0,1,0,10.692096,2091.32,0,1,0,0,0,0,0,1,0,0,0,2
98740807,6,0,1,645,0.92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,96.25,30,0,4136.84,0,1,0,12.762021,4136.84,0,0,0,0,0,0,0,1,0,0,0,1
98740876,6,0,0,384,0,1,0,0,1,1,0.6,0,0,0,0.3,0.1,0,6,0,0,3,1,19,0,0,9.416666,5,33,0,0,1.7,0,1,2.152527,1.7,0,1,0,0,0,0,0,0,0,0,1,1
98740877,6,0,1,485,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3134.32,0,1,0,10.692096,3134.32,0,0,0,0,0,0,0,1,0,0,0,1
98740901,6,0,0,600,0,1,0,0,1,1,0.85,0,0,0,0.08,0.08,0,22,0,0,2,2,167.083333,0,0,35.623333,458.333333,30,0,9393.65,0,1,0,12.844623,9393.65,0,1,1,0,0,0,0,1,0,0,1,3
98740905,6,0,1,509,0,1,0,0,1,1,0.47,0,0,0,0.45,0.08,0,18,0,0,17,3,174.166666,0,0,32.816666,150,29,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98740950,6,0,1,339,0,1,0,0,1,1,0.49,0,0,0,0.51,0.01,0,144,0,0,149,2,705.129166,0,0,200.7475,22.5,30,1,0,6.84,0,1,5.411971,6.84,0,0,1,0,0,0,0,0,0,0,1,1
98740989,6,0,0,499,1,1,0,1,1,1,0.59,0.78,0.04,0,0.22,0.15,0,60,0,4,22,15,748.333333,0,16.666666,67.545,660.833333,39,0,7847.28,0,1,0,19.54658,7847.28,0,1,1,0,0,0,0,1,0,0,1,3
98741066,6,0,1,0,0.84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.333333,27,0,8212.18,0,1,0,29.802358,8212.18,0,0,1,0,0,0,0,1,1,0,0,3
98741085,6,0,0,555,0,1,0,0,1,0,0.66,0,0,0,0.34,0,0,69,0,0,35,0,481.666666,0,0,64.7625,0,46,1,0,268.5,0,1,2.775398,268.5,0,0,1,0,0,0,0,0,0,0,1,1
98741091,6,0,1,654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,685,49,1,0,23.41,0,1,8.785353,23.41,0,1,1,0,0,0,0,0,0,0,1,2
98741108,6,0,1,607,0.32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,255.359166,28,0,0,0,0,0,17.039369,0,0,1,1,0,0,0,0,0,0,0,0,2
98741173,6,0,1,628,0.15,0,0,1,0,1,0,0,0.17,0,0,0.83,0,0,0,2,0,10,0,0,64.166666,0,345.5,42,0,4416.98,0,1,0,16.534006,4416.98,1,1,0,0,0,0,0,0,0,0,0,2
98741213,6,0,1,651,0,1,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,219.583333,0,0,0,0,36,1,0,123.74,0,1,2.775398,123.74,0,1,1,0,0,0,0,0,0,0,1,2
98741256,6,0,1,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,3.216368,0,0,1,1,0,0,0,0,0,0,0,0,2
98741357,6,0,0,521,0,1,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,547.416666,0,0,0,0,42,1,0,3.4,0,1,2.775398,3.4,0,0,1,0,0,0,0,0,0,0,1,1
98741425,6,0,1,471,0.17,1,0,0,1,1,0.76,0,0,0,0.18,0.06,0,52,0,0,12,4,547.916666,0,0,20.380833,18.833333,44,1,5369.07,0,1,0,13.467494,5369.07,0,0,1,0,0,0,0,1,0,0,1,2
98741517,6,0,1,682,0.22,1,0,0,1,0,0.81,0,0,0,0.19,0,0,80,0,0,19,0,665.25,0,0,150.050833,0,37,1,8402.47,0,1,0,73.275188,8402.47,0,1,0,0,0,0,0,1,0,0,1,2
98741524,6,0,1,639,0.78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,200,49,0,40950.81,0,1,0,11.194264,40950.81,0,1,0,0,0,0,1,0,0,0,0,2
98741572,6,0,1,604,0,1,0,0,1,0,0.49,0,0,0,0.51,0,0,42,0,0,43,0,427.666666,0,0,123.159166,0,28,1,0,123.12,0,1,2.775398,123.12,0,0,1,0,0,0,0,0,0,0,1,1
98741573,6,0,1,664,0,1,0,0,1,0,0.57,0,0,0,0.43,0,0,29,0,0,22,0,274.416666,0,0,63.3375,0,31,1,0,0,0,0,2.775398,0,0,0,1,0,0,0,0,0,0,0,1,1
98741681,6,0,0,491,0,1,0,0,1,1,0.81,0,0,0,0.07,0.12,0,69,0,0,6,10,1043.333333,0,0,41.626666,92.166666,47,1,0,3.91,0,1,2.775398,3.91,0,0,1,0,0,0,0,0,0,0,1,1
98741722,6,0,1,449,0,1,0,0,1,1,0.66,0,0,0,0.24,0.1,0,73,0,0,26,11,792.083333,0,0,22.419166,104.666666,55,1,0,4.64,0,1,4.701974,4.64,0,0,1,0,0,0,0,0,0,0,1,1
98741737,6,0,0,445,1,1,0,0,0,1,0.13,0,0,0,0,0.87,0,2,0,0,0,13,44.166666,0,0,0,207.906666,32,0,46122.24,0,1,0,11.196686,46122.24,0,0,1,0,0,0,1,0,0,0,0,2
98741800,6,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13.95,0,1,,13.95,0,1,0,0,0,0,0,0,0,0,0,1
98741828,6,0,1,604,0.01,1,0,0,1,1,0.74,0,0,0,0.26,0.01,0,89,0,0,31,1,578.445,0,0,89.395833,15.4575,43,0,1242.13,0,1,0,17.737789,1242.13,0,1,1,0,0,0,0,0,1,1,1,3
98741829,6,0,1,525,0,1,1,0,1,1,0.42,0,0,0.12,0.44,0.02,2,153,43,0,160,8,298.756666,341.134166,0,255.564166,248.75,35,1,0,3040.5,0,1,4.079103,3040.5,0,1,1,0,0,0,0,0,0,0,1,2
98741843,6,0,1,464,0,1,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,450,0,0,0,0,25,1,0,0.87,0,1,2.775398,0.87,0,0,1,0,0,0,0,0,0,0,1,1
98741851,6,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,52.58,0,1,3.216368,52.58,0,1,1,0,0,0,0,0,0,0,0,2
98741908,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.02,0,1,4.305054,0.02,0,1,0,0,0,0,0,0,0,0,1,1
98742014,6,0,0,,0,1,1,0,1,1,0.41,0,0,0.25,0.34,0.01,2,48,29,0,40,1,546,510.799166,0,83.555833,130.060833,28,1,0,2.78,0,1,6.623023,2.78,0,1,1,0,0,0,0,0,0,0,1,2
98742060,6,0,1,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,51.14,0,1,1.303705,51.14,0,1,1,0,0,0,0,0,0,0,0,2
98742104,6,0,1,460,0.83,1,0,1,1,1,0.62,0.72,0.02,0,0.28,0.09,0,79,0,2,35,11,301.666666,0,34.166666,22.751666,319.9875,25,1,47366.91,0,1,0,17.405355,47366.91,0,1,1,0,0,0,1,0,0,0,1,3
98742280,6,0,1,642,0,0,1,0,0,1,0,0,0,0.5,0,0.5,0,0,1,0,0,1,0,20.833333,0,0,2.81,40,0,21.7147,10.6953,0.67,0.33,32.893782,32.41,0,1,1,0,0,0,0,0,0,0,0,3
98742350,6,0,0,606,0,1,0,0,1,1,0.97,0,0,0,0.01,0.02,0,142,0,0,1,3,1207.083333,0,0,2.704166,15,25,1,0,3.86,0,1,4.255217,3.86,0,1,1,0,0,0,0,0,0,0,1,2
98742355,6,0,1,484,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4147.43,0,1,0,11.995801,4147.43,0,0,0,0,0,0,0,1,0,0,0,1
98742382,6,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,736.666666,0,0,0,0,45,1,0,4.56,0,1,2.775398,4.56,0,0,1,0,0,0,0,0,0,0,1,1
98742486,6,0,0,671,1,1,0,0,0,1,0.91,0,0,0,0,0.09,0,21,0,0,0,2,357.5,0,0,0,5.833333,49,1,1041.5295,10.5205,0.99,0.01,18.36066,1052.05,0,0,1,0,0,0,0,0,1,1,1,2
98742490,6,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,371,0,0,0,0,28,1,0,0.47,0,1,2.775398,0.47,0,0,1,0,0,0,0,0,0,0,1,1
98742494,6,0,1,632,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,90.58,51,0,0,425,0,1,3.35083,425,0,1,0,0,0,0,0,0,0,0,0,1
98742655,6,0,0,529,0,1,0,0,1,1,0.76,0,0,0,0.19,0.05,0,16,0,0,4,1,370,0,0,54.971666,33.333333,30,0,0,1.43,0,1,2.152527,1.43,0,1,1,0,0,0,0,0,0,0,1,2
98742695,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,13.908464,0,0,1,1,0,0,0,0,0,0,0,0,2
98742710,6,0,0,550,1,1,1,0,1,1,0.52,0,0,0.11,0.14,0.22,0,33,7,0,9,14,269.333333,17.695833,0,44.525,136.1875,27,1,7831.28,0,1,0,30.089286,7831.28,0,0,1,0,0,0,0,1,1,0,1,3
98742806,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0,0,1126.666666,0,0,0,0,41,1,0,25.47,0,1,2.775398,25.47,0,0,1,0,0,0,0,0,0,0,1,1
98742809,6,0,0,0,0,1,0,0,0,1,0.95,0,0,0,0,0.05,0,42,0,0,0,2,735,0,0,0,250,59,1,0,11233.27,0,1,2.775398,11233.27,0,0,1,0,0,0,0,0,0,0,1,1
98742830,6,0,1,513,0.84,1,0,0,0,1,0.97,0,0,0,0,0.03,0,29,0,0,0,1,583.25,0,0,0,15,32,1,5092.5177,629.4123,0.89,0.11,14.771199,5721.93,0,1,1,0,0,0,0,1,0,0,1,3
98742837,6,0,1,572,0,1,0,0,1,1,0.71,0,0,0,0.22,0.08,0,36,0,0,11,4,579,0,0,84.86,99.0625,29,1,0,853.94,0,1,5.382808,853.94,0,1,1,0,0,0,0,0,0,0,1,2
98742917,6,0,1,604,0,0,1,0,0,1,0,0,0,0.34,0,0.66,1,0,12,0,0,23,0,41.42,0,0,173.75,69,0,0,33.25,0,1,2.152527,33.25,0,1,0,0,0,0,0,0,0,0,1,1
98742924,6,0,1,556,0,1,0,0,1,0,0.82,0,0,0,0.18,0,0,60,0,0,13,0,663.3625,0,0,5.603333,0,36,1,0,2.92,0,1,2.775398,2.92,0,0,1,0,0,0,0,0,0,0,1,1
98742925,6,0,1,535,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,13.26,0,1,12.844623,13.26,0,1,1,0,0,0,0,0,0,0,1,2
98743039,6,0,0,0,0,1,0,0,0,1,0.97,0,0,0,0,0.03,0,147,0,0,0,4,1032.916666,0,0,0,80.4375,46,1,0,7.39,0,1,5.398876,7.39,0,0,1,0,0,0,0,0,0,0,1,1
98743057,6,0,1,553,0.93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,484.583333,28,0,51974.17,0,1,0,24.244265,51974.17,1,1,1,0,0,0,1,0,0,0,0,4
98743098,6,0,1,540,0.66,1,0,0,1,0,0.47,0,0,0,0.53,0,0,42,0,0,48,0,501.333333,0,0,63.506666,0,31,0,0,0.54,0,1,2.775398,0.54,0,0,1,0,0,0,0,0,0,0,1,1
98743123,6,0,0,,0,1,0,0,0,1,0.31,0,0,0,0,0.69,0,5,0,0,0,11,64.583333,0,0,0,200.070833,24,0,0,6.58,0,1,1.303705,6.58,0,1,0,0,0,0,0,0,0,0,0,1
98743130,6,0,1,447,0.53,1,1,0,1,0,0.69,0,0,0.11,0.2,0,0,24,4,0,7,0,603.916666,10.028333,0,25.540833,0,25,1,6834.28,0,1,0,70.18709,6834.28,0,0,1,0,0,0,0,1,0,0,1,2
98743135,6,0,1,563,0,1,0,0,1,1,0.67,0,0,0,0.31,0.01,0,47,0,0,22,1,637.833333,0,0,57.4,20.833333,41,1,0,20.18,0,1,5.659728,20.18,0,1,1,0,0,0,0,0,0,0,1,2
98743139,6,0,1,708,0,1,0,0,1,1,0.75,0,0,0,0.06,0.19,0,36,0,0,3,9,950.833333,0,0,23.585833,783.333333,49,0,0,111.04,0,1,5.594846,111.04,0,1,0,0,0,0,0,0,0,0,1,1
98743318,6,0,0,0,0,1,0,0,1,0,0.91,0,0,0,0.09,0,0,78,0,0,8,0,852.5,0,0,62.249166,0,44,0,0,1.94,0,1,3.456232,1.94,0,1,0,0,0,0,0,0,0,0,1,1
98743324,6,0,1,604,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2168.83,0,1,0,10.692096,2168.83,0,0,0,0,0,0,0,1,0,0,0,1
98743379,6,0,1,762,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,715.758333,26,0,9212.5,0,1,0,11.995801,9212.5,0,1,0,0,0,0,0,1,0,0,0,2
98743476,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,46.54,0,1,11.540918,46.54,0,1,1,0,0,0,0,0,0,0,1,2
98743516,6,0,1,427,0,1,1,0,1,1,0.68,0,0,0.21,0.06,0.05,1,57,18,0,5,4,534.583333,165.833333,0,23.353333,93.75,31,1,0,82.68,0,1,6.23163,82.68,0,1,1,0,0,0,0,0,0,0,1,2
98743519,6,0,1,660,0.86,1,0,0,1,1,0.7,0,0,0,0.18,0.13,0,55,0,0,14,10,531.25,0,0,15.375,58.533333,35,1,4232.55,0,1,0,14.497503,4232.55,0,0,1,0,0,0,0,1,0,0,1,2
98743549,6,0,1,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1.2,0,1,0.848822,1.2,0,0,1,0,0,0,0,0,0,0,1,1
98743559,6,0,1,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,56150.76,0,1,0,10.145764,56150.76,0,0,0,0,0,0,1,0,0,0,0,1
98743595,6,0,1,505,0.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.923333,56,0,4771.27,0,1,0,10.692096,4771.27,0,0,0,0,0,0,0,1,0,0,0,1
98743642,6,0,0,616,1,1,0,0,1,1,0.55,0,0,0,0.19,0.26,0,59,0,0,21,28,623.166666,0,0,92.6675,349.741666,50,1,6145.7551,190.0749,0.97,0.03,51.474083,6335.83,0,1,1,0,0,0,0,1,0,0,1,3
98743673,6,0,1,329,0,1,0,0,0,1,0.48,0,0,0,0,0.52,0,11,0,0,0,12,154.583333,0,0,0,240.75,42,0,0,0.63,0,1,4.701974,0.63,0,0,1,0,0,0,0,0,0,0,1,1
98743732,6,0,1,572,0,1,0,0,1,0,0.61,0,0,0,0.39,0,0,109,0,0,71,0,193.5,0,0,98.558333,0,31,1,0,52.35,0,1,2.152527,52.35,0,1,1,0,0,0,0,0,0,0,1,2
98743885,6,0,1,625,0.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,183.333333,38,0,2113.0263,21.3437,0.99,0.01,16.257819,2134.37,1,1,1,0,0,0,0,0,0,0,0,3
98743929,6,0,1,633,0,1,1,0,1,1,0.14,0,0,0.07,0.68,0.12,1,33,17,0,164,28,465.416666,213.238333,0,527.948333,1772.35,35,0,0,15.46,0,1,4.344147,15.46,0,1,0,0,0,0,0,0,0,0,1,1
98744072,6,0,1,464,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4212.23,0,1,0,10.692096,4212.23,0,0,0,0,0,0,0,1,0,0,0,1
98744096,6,0,1,470,0,1,0,0,1,1,0.78,0,0,0,0.2,0.01,0,65,0,0,17,1,543.333333,0,0,15.3875,31.354166,35,0,7227.76,0,1,0,13.467494,7227.76,0,0,1,0,0,0,0,1,0,0,0,2
98744144,6,0,0,586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.52,0,1,2.152527,0.52,0,1,1,0,0,0,0,0,1,0,1,2
98744244,6,0,1,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0.01,0,1,5.368895,0.01,0,1,1,0,0,0,0,0,0,0,1,2
98744251,6,0,0,671,1,0,1,0,0,1,0,0,0,0.9,0,0.1,1,0,18,0,0,2,0,73.56,0,0,28.76,32,0,0,15,0,1,17.511838,15,0,0,1,0,0,0,0,0,1,1,0,2
98744304,6,0,1,366,0.83,1,0,0,1,1,0.67,0,0,0,0.27,0.06,0,33,0,0,13,3,287.916666,0,0,13.0625,53.655,38,0,59788.08,0,1,0,13.601996,59788.08,0,1,0,0,0,0,1,0,0,0,1,2
98744305,6,0,0,,0,1,0,0,1,0,0.92,0,0,0,0.08,0,0,123,0,0,10,0,707.916666,0,0,20.374166,0,32,1,0,1152.04,0,1,2.775398,1152.04,0,0,1,0,0,0,0,0,0,0,1,1
98744311,6,0,0,0,0,1,0,0,1,1,0.93,0,0,0,0.03,0.05,0,74,0,0,2,4,450.416666,0,0,2.758333,120,37,1,0,15.67,0,1,2.775398,15.67,0,0,1,0,0,0,0,0,0,0,1,1
98744332,6,0,1,418,0,1,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0,607.75,0,0,0,0,27,1,0,2.15,0,1,2.775398,2.15,0,1,1,0,0,0,0,0,0,0,1,2
98744359,6,0,1,477,0,1,0,0,1,0,0.69,0,0,0,0.31,0,0,112,0,0,51,0,151.390833,0,0,70.755833,0,33,1,0,15.73,0,1,2.775398,15.73,0,0,1,0,0,0,0,0,0,0,1,1
98744366,6,0,1,0,0,1,0,0,0,1,0.85,0,0,0,0,0.15,0,77,0,0,0,14,302.916666,0,0,0,417.333333,31,1,0,9.06,0,1,5.099083,9.06,0,1,1,0,0,0,0,0,0,0,1,2
98744379,6,0,1,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1.02,0,1,,1.02,0,0,1,0,0,0,0,0,0,0,0,1
98744468,6,0,1,564,0,1,0,0,1,1,0.92,0,0,0,0.05,0.03,0,57,0,0,3,2,813.75,0,0,14.666666,32.409166,42,1,0,1.25,0,1,2.775398,1.25,0,0,1,0,0,0,0,0,0,0,1,1
98744538,6,0,1,578,0.06,1,1,0,1,1,0.29,0,0,0.24,0.3,0.17,2,63,52,0,64,36,725.833333,476.105,0,160.158333,1712.331666,44,1,664.6606,1131.7194,0.37,0.63,29.385193,1796.38,0,0,1,0,0,0,0,0,1,1,1,2
98744572,6,0,1,682,0.88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,280,33,0,53892.48,0,1,0,12.219964,53892.48,0,0,0,0,0,0,1,0,0,0,0,1
98744654,6,0,1,626,0.85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,106.175,25,0,69024,0,1,0,11.449469,69024,0,1,1,0,0,0,1,0,0,0,0,3
98744686,6,0,1,503,0,1,1,0,1,1,0.15,0,0,0.37,0.47,0.01,2,58,145,0,183,4,379.166666,729.629166,0,365.241666,35.083333,29,1,0,10.21,0,1,22.67163,10.21,0,1,1,0,0,0,0,0,0,0,1,2
98744898,6,0,0,0,0,1,0,0,0,1,0.88,0,0,0,0,0.13,0,7,0,0,0,1,17.083333,0,0,0,15.833333,50,0,0,41.42,0,1,2.152527,41.42,0,1,1,0,0,0,0,0,0,0,1,2
98744935,6,0,1,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1.26,0,1,,1.26,0,0,1,0,0,0,0,0,0,0,0,1
98745036,6,0,1,580,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,50.275833,43,0,0,0.01,0,1,1.303705,0.01,0,1,1,0,0,0,0,0,0,0,0,2
98745053,6,0,0,0,0,1,0,0,1,1,0.94,0,0,0,0.04,0.02,0,49,0,0,2,1,926.666666,0,0,5.509166,53.333333,47,1,0,9.21,0,1,4.701974,9.21,0,0,1,0,0,0,0,0,0,0,1,1
98745138,6,0,1,452,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3.216368,0,0,1,1,0,0,0,0,0,0,0,0,2
